first_name,last_name,full_name,prefix,source_doc_id,source_line
Tom,Rice,Tom Rice,Hon.,20012639,"{'Member': 'Rice', 'Prefix': 'Hon.', 'FirstName': 'Tom', 'LastName': 'Rice', 'DocID': '20012639', 'Owner': 'JT', 'Asset': 'InMode ltd. - Ordinary shares', 'Ticker': 'INMD', 'Transaction Type': 'P', 'Transaction Date': '11/15/2019', 'Notification Date': '11/15/2019', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': ''}"
Harley,Rouda,Harley Rouda,Hon.,20011382,"{'Member': 'Rouda', 'Prefix': 'Hon.', 'FirstName': 'Harley E.', 'LastName': 'Rouda', 'DocID': '20011382', 'Owner': 'JT', 'Asset': 'Rocky brands, Inc', 'Ticker': 'RCKY', 'Transaction Type': 'S', 'Transaction Date': '03/05/2019', 'Notification Date': '03/05/2019', 'Amount': '$250,001 - gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: Corient Capital Partners LLC'}"
Bryan,Steil,Bryan Steil,Hon.,20012039,"{'Member': 'Steil', 'Prefix': 'Hon.', 'FirstName': 'Bryan George', 'LastName': 'Steil', 'DocID': '20012039', 'Owner': 'JT', 'Asset': 'associated Banc-Corp', 'Ticker': 'aSB', 'Transaction Type': 'S', 'Transaction Date': '07/22/2019', 'Notification Date': '07/22/2019', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: JPMoRGaN CHaSE BaNK, Na BRoKERaGE aCCoUNT'}"
Nicholas,Taylor,Nicholas Taylor,Hon.,20012685,"{'Member': 'Taylor', 'Prefix': 'Hon.', 'FirstName': 'Nicholas Van', 'LastName': 'Taylor', 'DocID': '20012685', 'Owner': 'JT', 'Asset': 'Exxon Mobil Corporation', 'Ticker': 'XOM', 'Transaction Type': 'S', 'Transaction Date': '11/25/2019', 'Notification Date': '11/25/2019', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': 'Exxon Mobil Corporation (XoM), Strike Price $75, EXP 02/21/2020, Call option'}"
Peter,Visclosky,Peter Visclosky,Hon.,20011048,"{'Member': 'Visclosky', 'Prefix': 'Hon.', 'FirstName': 'Peter J.', 'LastName': 'Visclosky', 'DocID': '20011048', 'Owner': 'JT', 'Asset': 'american Electric Power Company', 'Ticker': 'AEP', 'Transaction Type': 'S', 'Transaction Date': '01/14/2019', 'Notification Date': '01/16/2019', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': ''}"
Rob,Woodall,Rob Woodall,Hon.,20011359,"{'Member': 'Woodall', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Woodall', 'DocID': '20011359', 'Owner': 'JT', 'Asset': 'Viasat, Inc', 'Ticker': 'VsAT', 'Transaction Type': 'S', 'Transaction Date': '02/19/2019', 'Notification Date': '02/28/2019', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Inherited IRA that was liquidated'}"
Derek,Kilmer,Derek Kilmer,Hon.,20009709,"{'Member': 'Kilmer', 'Prefix': 'Hon.', 'FirstName': 'Derek', 'LastName': 'Kilmer', 'DocID': '20009709', 'Owner': 'JT', 'Asset': 'Microsoft Corporation', 'Ticker': 'MSFT', 'Transaction Type': 'S', 'Transaction Date': '03/17/2017', 'Notification Date': '03/15/2017', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': ''}"
Mark,Meadows,Mark Meadows,Hon.,20010409,"{'Member': 'Meadows', 'Prefix': 'Hon.', 'FirstName': 'Mark R', 'LastName': 'Meadows', 'DocID': '20010409', 'Owner': 'SP', 'Asset': 'aT&T Inc', 'Ticker': 'T', 'Transaction Type': 'P', 'Transaction Date': '09/17/2018', 'Notification Date': '09/17/2018', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Edward Jones Mary Kay 401K Plan'}"
Paul,Mitchell,Paul Mitchell,Hon.,20010853,"{'Member': 'Mitchell', 'Prefix': 'Hon.', 'FirstName': 'Paul', 'LastName': 'Mitchell', 'DocID': '20010853', 'Owner': 'JT', 'Asset': 'sanderson Farms, Inc', 'Ticker': 'saFM', 'Transaction Type': 'S', 'Transaction Date': '12/17/2018', 'Notification Date': '12/17/2018', 'Amount': '$100,001 - gfedcb', 'Filing Status': 'New', 'Description': ''}"
Stephanie,Murphy,Stephanie Murphy,Hon.,20009451,"{'Member': 'Murphy', 'Prefix': 'Hon.', 'FirstName': 'Stephanie', 'LastName': 'Murphy', 'DocID': '20009451', 'Owner': 'JT', 'Asset': 'Bank of america Corporation', 'Ticker': 'BaC', 'Transaction Type': 'S', 'Transaction Date': '01/04/2018', 'Notification Date': '01/04/2018', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Brokerage account - Stephanie Murphy'}"
Gary,Palmer,Gary Palmer,Hon.,20010260,"{'Member': 'Palmer', 'Prefix': 'Hon.', 'FirstName': 'Gary', 'LastName': 'Palmer', 'DocID': '20010260', 'Owner': 'SP', 'Asset': 'baxter International Inc', 'Ticker': 'BAX', 'Transaction Type': 'S', 'Transaction Date': '11/27/2017', 'Notification Date': '11/27/2017', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: TD Ameritrade Ann IRA'}"
Bruce,Poliquin,Bruce Poliquin,Hon.,20009572,"{'Member': 'Poliquin', 'Prefix': 'Hon.', 'FirstName': 'Bruce L.', 'LastName': 'Poliquin', 'DocID': '20009572', 'Owner': 'JT', 'Asset': 'ganaden Biotech, Co', 'Ticker': 'Ps', 'Transaction Type': 'S', 'Transaction Date': '09/01/2017', 'Notification Date': '09/01/2017', 'Amount': '$1,000,001 - gfedcb', 'Filing Status': 'New', 'Description': 'Privately-held common stock.'}"
Martha,Roby,Martha Roby,Hon.,20005868,"{'Member': 'Roby', 'Prefix': 'Hon.', 'FirstName': 'Martha', 'LastName': 'Roby', 'DocID': '20005868', 'Owner': 'JT', 'Asset': 'Ford Motor Company', 'Ticker': 'F', 'Transaction Type': 'S', 'Transaction Date': '08/28/2018', 'Notification Date': '08/28/2018', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': ''}"
Paul,Ryan,Paul Ryan,Hon.,20009497,"{'Member': 'Ryan', 'Prefix': 'Hon.', 'FirstName': 'Paul D.', 'LastName': 'Ryan', 'DocID': '20009497', 'Owner': 'JT', 'Asset': 'LogMein, Inc', 'Ticker': 'LoGM', 'Transaction Type': 'E', 'Transaction Date': '02/01/2017', 'Notification Date': '02/01/2017', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'SHARES oF LoGMEIN, INC RECEIVED VIA SPIN oFF FRoM CITRIX SYSTEMS, INC'}"
Nanette,Barragan,Nanette Barragan,Hon.,20024923,"{'Member': 'Barragan', 'Prefix': 'Hon.', 'FirstName': 'Nanette', 'LastName': 'Barragan', 'DocID': '20024923', 'Owner': 'JT', 'Asset': '2000116760 U.. Treasury Bond', 'Ticker': 'GS', 'Transaction Type': 'P', 'Transaction Date': '11/17/2023', 'Notification Date': '11/25/2023', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Cliff,Bentz,Cliff Bentz,Hon.,20024492,"{'Member': 'Bentz', 'Prefix': 'Hon.', 'FirstName': 'Cliff', 'LastName': 'Bentz', 'DocID': '20024492', 'Owner': 'JT', 'Asset': 'US Treasury Note 1.25% - Jan 15', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '01/16/2024', 'Notification Date': '02/06/2024', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Matured'}"
Sean,Casten,Sean Casten,Hon.,20025384,"{'Member': 'Casten', 'Prefix': 'Hon.', 'FirstName': 'Sean', 'LastName': 'Casten', 'DocID': '20025384', 'Owner': 'JT', 'Asset': 'Myno Carbon Corp convertible note', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '11/30/2023', 'Notification Date': '07/01/2024', 'Amount': '$15,001 -', 'Filing Status': 'New', 'Description': 'Carbon removal company'}"
Jeff,Duncan,Jeff Duncan,Hon.,20000788,"{'Member': 'Duncan', 'Prefix': 'Hon.', 'FirstName': 'Jeff', 'LastName': 'Duncan', 'DocID': '20000788', 'Owner': 'JT', 'Asset': 'Colgate-Palmolive Company', 'Ticker': 'CL', 'Transaction Type': 'S', 'Transaction Date': '08/25/2023', 'Notification Date': '08/25/2023', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Tax Deferred Roll-over of IRA into TSP. Stock held in my IRA at Raymond James. Due to balance'}"
Neal,FACS,Neal FACS,Hon.,20026250,"{'Member': 'Dunn, MD, FACS', 'Prefix': 'Hon.', 'FirstName': 'Neal Patrick', 'LastName': 'Dunn, MD, FACS', 'DocID': '20026250', 'Owner': 'JT', 'Asset': 'Cadence Bank 5.50% Series A', 'Ticker': 'CADE$A', 'Transaction Type': 'P', 'Transaction Date': '11/06/2024', 'Notification Date': '11/19/2024', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: IRA #3'}"
Ruben,Gallego,Ruben Gallego,Hon.,20025670,"{'Member': 'Gallego', 'Prefix': 'Hon.', 'FirstName': 'Ruben', 'LastName': 'Gallego', 'DocID': '20025670', 'Owner': 'JT', 'Asset': 'Aspiration Fund Adviser LLC', 'Ticker': 'PS', 'Transaction Type': 'P', 'Transaction Date': '08/27/2019', 'Notification Date': '08/27/2019', 'Amount': '$15,001 -', 'Filing Status': 'New', 'Description': 'Investment advisory services; Location: Marina Del Rey, CA.'}"
Lance,Gooden,Lance Gooden,Hon.,20026382,"{'Member': 'Gooden', 'Prefix': 'Hon.', 'FirstName': 'Lance', 'LastName': 'Gooden', 'DocID': '20026382', 'Owner': 'JT', 'Asset': 'Western Alliance Bancorporation', 'Ticker': 'WDC', 'Transaction Type': 'S', 'Transaction Date': '11/15/2024', 'Notification Date': '11/20/2024', 'Amount': '$50,001 -', 'Filing Status': 'New', 'Description': ''}"
Glenn,Grothman,Glenn Grothman,Hon.,20025026,"{'Member': 'Grothman', 'Prefix': 'Hon.', 'FirstName': 'Glenn S.', 'LastName': 'Grothman', 'DocID': '20025026', 'Owner': 'JT', 'Asset': 'US Savings Bond', 'Ticker': 'GS', 'Transaction Type': 'P', 'Transaction Date': '04/26/2023', 'Notification Date': '05/08/2024', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Darrell,Issa,Darrell Issa,Hon.,20025913,"{'Member': 'Issa', 'Prefix': 'Hon.', 'FirstName': 'Darrell E.', 'LastName': 'Issa', 'DocID': '20025913', 'Owner': 'JT', 'Asset': 'United States Treasury Bills CUSIP', 'Ticker': 'UAL', 'Transaction Type': 'S', 'Transaction Date': '08/05/2024', 'Notification Date': '08/05/2024', 'Amount': '$5,000,001 -', 'Filing Status': 'New', 'Description': 'Sale of Treasury bill prior to maturity date'}"
Darin,LaHood,Darin LaHood,Hon.,20025916,"{'Member': 'LaHood', 'Prefix': 'Hon.', 'FirstName': 'Darin McKay', 'LastName': 'LaHood', 'DocID': '20025916', 'Owner': 'JT', 'Asset': 'West Suburban Bancorp, Inc', 'Ticker': 'WNRP', 'Transaction Type': 'S', 'Transaction Date': '11/17/2022', 'Notification Date': '11/17/2022', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Seth,Magaziner,Seth Magaziner,Hon.,20025372,"{'Member': 'Magaziner', 'Prefix': 'Hon.', 'FirstName': 'Seth', 'LastName': 'Magaziner', 'DocID': '20025372', 'Owner': 'SP', 'Asset': 'Galileo, Inc', 'Ticker': 'PS', 'Transaction Type': 'P', 'Transaction Date': '05/31/2024', 'Notification Date': '06/05/2024', 'Amount': '$15,001 -', 'Filing Status': 'New', 'Description': 'Exercised stock option'}"
Tracey,Mann,Tracey Mann,Hon.,20024810,"{'Member': 'Mann', 'Prefix': 'Hon.', 'FirstName': 'Tracey Robert', 'LastName': 'Mann', 'DocID': '20024810', 'Owner': 'JT', 'Asset': 'TripleBlind', 'Ticker': 'PS', 'Transaction Type': 'P', 'Transaction Date': '04/04/2024', 'Notification Date': '04/04/2024', 'Amount': '$15,001 -', 'Filing Status': 'New', 'Description': 'TripleBlind is a privately held software company.'}"
Anna,Luna,Anna Luna,Hon.,20025103,"{'Member': 'Paulina Luna', 'Prefix': 'Hon.', 'FirstName': 'Anna', 'LastName': 'Paulina Luna', 'DocID': '20025103', 'Owner': 'JT', 'Asset': 'America First Natural Resources LLC', 'Ticker': '', 'Transaction Type': 'P', 'Transaction Date': '05/20/2024', 'Notification Date': '05/20/2024', 'Amount': '$100,001 -', 'Filing Status': 'New', 'Description': 'America First Natural Resources LLC is engaged in energy production.'}"
Mark,Pocan,Mark Pocan,Hon.,20024758,"{'Member': 'Pocan', 'Prefix': 'Hon.', 'FirstName': 'Mark', 'LastName': 'Pocan', 'DocID': '20024758', 'Owner': 'JT', 'Asset': 'US Treasury I Bond', 'Ticker': 'GS', 'Transaction Type': 'P', 'Transaction Date': '03/30/2022', 'Notification Date': '03/30/2022', 'Amount': '$15,001 -', 'Filing Status': 'New', 'Description': ''}"
Jamie,Raskin,Jamie Raskin,Hon.,20025439,"{'Member': 'Raskin', 'Prefix': 'Hon.', 'FirstName': 'Jamie', 'LastName': 'Raskin', 'DocID': '20025439', 'Owner': 'JT', 'Asset': 'I', 'Ticker': 'IXNZF', 'Transaction Type': 'S', 'Transaction Date': '07/02/2024', 'Notification Date': '07/02/2024', 'Amount': '$50,001 -', 'Filing Status': 'New', 'Description': 'Subholding of: Other'}"
Chip,Roy,Chip Roy,Hon.,20024848,"{'Member': 'Roy', 'Prefix': 'Hon.', 'FirstName': 'Chip', 'LastName': 'Roy', 'DocID': '20024848', 'Owner': 'JT', 'Asset': 'AT&T Inc', 'Ticker': 'T', 'Transaction Type': 'S', 'Transaction Date': '04/10/2024', 'Notification Date': '04/10/2024', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Maria,Salazar,Maria Salazar,Hon.,20024296,"{'Member': 'Salazar', 'Prefix': 'Hon.', 'FirstName': 'Maria Elvira', 'LastName': 'Salazar', 'DocID': '20024296', 'Owner': 'SP', 'Asset': 'UNITED STATES TREASURY BILL', 'Ticker': 'UAL', 'Transaction Type': 'P', 'Transaction Date': '12/14/2023', 'Notification Date': '12/14/2023', 'Amount': '$500,001 -', 'Filing Status': 'New', 'Description': ''}"
Shri,Thanedar,Shri Thanedar,Hon.,20024468,"{'Member': 'Thanedar', 'Prefix': 'Hon.', 'FirstName': 'Shri', 'LastName': 'Thanedar', 'DocID': '20024468', 'Owner': 'JT', 'Asset': 'Bitcoin', 'Ticker': 'CT', 'Transaction Type': 'S', 'Transaction Date': '02/05/2024', 'Notification Date': '02/05/2024', 'Amount': '$250,001 -', 'Filing Status': 'New', 'Description': ''}"
Tim,Burchett,Tim Burchett,Hon.,20016116,"{'Member': 'Burchett', 'Prefix': 'Hon.', 'FirstName': 'Tim', 'LastName': 'Burchett', 'DocID': '20016116', 'Owner': 'JT', 'Asset': ""Denny's Corporation"", 'Ticker': 'DENN', 'Transaction Type': 'S', 'Transaction Date': '02/12/2020', 'Notification Date': '02/12/2020', 'Amount': '$1,001 - $15,000 gfedcb', 'Filing Status': 'New', 'Description': ''}"
Joe,Courtney,Joe Courtney,Hon.,20017036,"{'Member': 'Courtney', 'Prefix': 'Hon.', 'FirstName': 'Joe', 'LastName': 'Courtney', 'DocID': '20017036', 'Owner': 'SP', 'Asset': 'Abbott laboratories', 'Ticker': 'ABT', 'Transaction Type': 'P', 'Transaction Date': '12/31/2019', 'Notification Date': '12/31/2019', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Rollover IRA'}"
Matt,Gaetz,Matt Gaetz,Hon.,20013811,"{'Member': 'Gaetz', 'Prefix': 'Hon.', 'FirstName': 'Matt', 'LastName': 'Gaetz', 'DocID': '20013811', 'Owner': 'JT', 'Asset': 'First Bancshares, Inc', 'Ticker': 'FBSI', 'Transaction Type': 'S', 'Transaction Date': '12/19/2019', 'Notification Date': '12/19/2019', 'Amount': '$15,001 - gfedcb', 'Filing Status': 'New', 'Description': 'Subholding of: Stock'}"
S.,Krishnamoorthi,S. Krishnamoorthi,Hon.,20017861,"{'Member': 'Krishnamoorthi', 'Prefix': 'Hon.', 'FirstName': 'S. Raja', 'LastName': 'Krishnamoorthi', 'DocID': '20017861', 'Owner': 'JT', 'Asset': 'Health-I-Pass', 'Ticker': 'PS', 'Transaction Type': 'E', 'Transaction Date': '12/11/2020', 'Notification Date': '12/11/2020', 'Amount': '$50,001 - gfedc', 'Filing Status': 'New', 'Description': 'The entirety of my Health-I-Pass shares was converted to a combination of restricted shares of Sphere'}"
Grace,Meng,Grace Meng,Hon.,20017020,"{'Member': 'Meng', 'Prefix': 'Hon.', 'FirstName': 'Grace', 'LastName': 'Meng', 'DocID': '20017020', 'Owner': 'SP', 'Asset': 'l3Harris Technologies, Inc', 'Ticker': 'LHX', 'Transaction Type': 'E', 'Transaction Date': '07/01/2019', 'Notification Date': '07/24/2020', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': 'Shares received in exchange for Harris Corp (HRS) shares as a result of merger.'}"
Tom,O'Halleran,Tom O'Halleran,Hon.,20016423,"{'Member': ""O'Halleran"", 'Prefix': 'Hon.', 'FirstName': 'Tom', 'LastName': ""O'Halleran"", 'DocID': '20016423', 'Owner': 'SP', 'Asset': 'Caterpillar, Inc', 'Ticker': 'CAT', 'Transaction Type': 'S', 'Transaction Date': '03/31/2020', 'Notification Date': '03/31/2020', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Subholding of: Spouse IRA'}"
Bill,Pascrell,Bill Pascrell,Hon.,20017017,"{'Member': 'Pascrell', 'Prefix': 'Hon.', 'FirstName': 'Bill', 'LastName': 'Pascrell', 'DocID': '20017017', 'Owner': 'JT', 'Asset': 'general Electric Company', 'Ticker': 'GE', 'Transaction Type': 'S', 'Transaction Date': '12/30/2019', 'Notification Date': '12/30/2019', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': ''}"
Donna,Shalala,Donna Shalala,Hon.,20016481,"{'Member': 'Shalala', 'Prefix': 'Hon.', 'FirstName': 'Donna', 'LastName': 'Shalala', 'DocID': '20016481', 'Owner': 'JT', 'Asset': 'gannett Co., Inc', 'Ticker': 'gCI', 'Transaction Type': 'E', 'Transaction Date': '11/20/2019', 'Notification Date': '11/30/2019', 'Amount': '$1,001 - $15,000 gfedc', 'Filing Status': 'New', 'Description': 'Exchange resulting from merger between New Media Investment group, Inc. and gannett Co., Inc. on'}"
Brian,Babin,Brian Babin,Hon.,20005641,"{'Member': 'Babin', 'Prefix': 'Hon.', 'FirstName': 'Brian', 'LastName': 'Babin', 'DocID': '20005641', 'Owner': 'JT', 'Asset': 'FTAI Infrastructure Inc', 'Ticker': 'FIP', 'Transaction Type': 'P', 'Transaction Date': '08/02/2022', 'Notification Date': '08/02/2022', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Spin-off from FTAI'}"
Dan,Bishop,Dan Bishop,Hon.,20022876,"{'Member': 'Bishop', 'Prefix': 'Hon.', 'FirstName': 'Dan Daniel', 'LastName': 'Bishop', 'DocID': '20022876', 'Owner': 'JT', 'Asset': '2000104990 JT United States Treasury Notes', 'Ticker': 'GS', 'Transaction Type': 'P', 'Transaction Date': '12/12/2022', 'Notification Date': '12/12/2022', 'Amount': '$1 - $1,000', 'Filing Status': 'New', 'Description': 'Subholding of: TD Ameritrade brokerage account'}"
Ron,Estes,Ron Estes,Hon.,20023779,"{'Member': 'Estes', 'Prefix': 'Hon.', 'FirstName': 'Ron', 'LastName': 'Estes', 'DocID': '20023779', 'Owner': 'JT', 'Asset': 'US Treasury Savings Bond', 'Ticker': 'GS', 'Transaction Type': 'P', 'Transaction Date': '04/17/2023', 'Notification Date': '04/18/2023', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Mike,Flood,Mike Flood,Hon.,20022861,"{'Member': 'Flood', 'Prefix': 'Hon.', 'FirstName': 'Mike', 'LastName': 'Flood', 'DocID': '20022861', 'Owner': 'JT', 'Asset': 'Midwest Banc Holding Company', 'Ticker': 'PS', 'Transaction Type': 'S', 'Transaction Date': '04/24/2023', 'Notification Date': '05/04/2023', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'sold 1 share of Midwest Banc Holding Company stock'}"
Russ,Fulcher,Russ Fulcher,Hon.,20022919,"{'Member': 'Fulcher', 'Prefix': 'Hon.', 'FirstName': 'Russ', 'LastName': 'Fulcher', 'DocID': '20022919', 'Owner': 'JT', 'Asset': 'Banc of California, Inc. Depositary', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '03/15/2022', 'Notification Date': '03/31/2022', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: SEP IRA'}"
Diana,Harshbarger,Diana Harshbarger,Hon.,20016496,"{'Member': 'Harshbarger', 'Prefix': 'Hon.', 'FirstName': 'Diana', 'LastName': 'Harshbarger', 'DocID': '20016496', 'Owner': 'JT', 'Asset': 'MASSACHUSETTS ST PORT AUTH', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '02/22/2023', 'Notification Date': '03/24/2023', 'Amount': '$15,001 -', 'Filing Status': 'New', 'Description': 'Subholding of: DHRT'}"
Jeff,Jackson,Jeff Jackson,Hon.,20022431,"{'Member': 'Jackson', 'Prefix': 'Hon.', 'FirstName': 'Jeff', 'LastName': 'Jackson', 'DocID': '20022431', 'Owner': 'JT', 'Asset': 'Ankr', 'Ticker': 'OT', 'Transaction Type': 'S', 'Transaction Date': '01/29/2023', 'Notification Date': '01/29/2023', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Sale of cryptocurrency'}"
Marcy,Kaptur,Marcy Kaptur,Hon.,20022886,"{'Member': 'Kaptur', 'Prefix': 'Hon.', 'FirstName': 'Marcy', 'LastName': 'Kaptur', 'DocID': '20022886', 'Owner': 'JT', 'Asset': 'The Andersons, Inc', 'Ticker': 'ANDE', 'Transaction Type': 'S', 'Transaction Date': '10/21/2022', 'Notification Date': '12/31/2022', 'Amount': '$1,280.03', 'Filing Status': 'New', 'Description': 'Divested stock inherited in family estate in 2021. Value $1280.03.'}"
Lesko,Lesko,Lesko Lesko,,20022623,"{'Member': 'Lesko', 'Prefix': '', 'FirstName': 'Debbie', 'LastName': 'Lesko', 'DocID': '20022623', 'Owner': 'JT', 'Asset': 'Series I Savings Bond', 'Ticker': 'GS', 'Transaction Type': 'P', 'Transaction Date': '03/26/2023', 'Notification Date': '03/26/2023', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Cathy,Rodgers,Cathy Rodgers,Hon.,20023504,"{'Member': 'Rodgers', 'Prefix': 'Hon.', 'FirstName': 'Cathy McMorris', 'LastName': 'Rodgers', 'DocID': '20023504', 'Owner': 'JT', 'Asset': 'Deep Roots Campaign LLC', 'Ticker': 'CS', 'Transaction Type': 'P', 'Transaction Date': '12/02/2022', 'Notification Date': '12/02/2022', 'Amount': '$100,001 -', 'Filing Status': 'New', 'Description': 'Community bond for The Oaks, a private K-12 school.'}"
Greg,Stanton,Greg Stanton,Hon.,20023994,"{'Member': 'Stanton', 'Prefix': 'Hon.', 'FirstName': 'Greg', 'LastName': 'Stanton', 'DocID': '20023994', 'Owner': 'JT', 'Asset': '2000112585 SP Teledyne Technologies', 'Ticker': 'TDY', 'Transaction Type': 'S', 'Transaction Date': '10/24/2023', 'Notification Date': '10/26/2023', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Robert,Andrews,Robert Andrews,Mr.,20000077,"{'Member': 'Andrews', 'Prefix': 'Mr.', 'FirstName': 'Robert E.', 'LastName': 'Andrews', 'DocID': '20000077', 'Owner': 'SP', 'Asset': 'Hill International, Inc', 'Ticker': 'HIl', 'Transaction Type': 'S', 'Transaction Date': '12/26/2013', 'Notification Date': '12/30/2013', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': ''}"
John,Boehner,John Boehner,Hon.,20002095,"{'Member': 'Boehner', 'Prefix': 'Hon.', 'FirstName': 'John A.', 'LastName': 'Boehner', 'DocID': '20002095', 'Owner': 'JT', 'Asset': 'Halyard Health, Inc', 'Ticker': 'HYH', 'Transaction Type': 'E', 'Transaction Date': '11/3/2014', 'Notification Date': '11/3/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Spin Off from Kimberly Clark Corporation (KMB)'}"
Eric,Cantor,Eric Cantor,Mr.,20000228,"{'Member': 'Cantor', 'Prefix': 'Mr.', 'FirstName': 'Eric', 'LastName': 'Cantor', 'DocID': '20000228', 'Owner': 'JT', 'Asset': 'Omega advisors, Inc. Multi-Market', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '01/31/2014', 'Notification Date': '01/31/2014', 'Amount': '$15,001 - $50,000', 'Filing Status': 'New', 'Description': 'Subholding of: Goldman Sachs 401(K)'}"
William,Cassidy,William Cassidy,Hon.,20002184,"{'Member': 'Cassidy', 'Prefix': 'Hon.', 'FirstName': 'William M.', 'LastName': 'Cassidy', 'DocID': '20002184', 'Owner': 'SP', 'Asset': 'Rio Tinto Plc', 'Ticker': 'RIO', 'Transaction Type': 'S', 'Transaction Date': '09/11/2014', 'Notification Date': '09/11/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Subholding of: Wells Fargo IRA #2'}"
John,Dingell,John Dingell,Hon.,20002239,"{'Member': 'Dingell', 'Prefix': 'Hon.', 'FirstName': 'John D.', 'LastName': 'Dingell', 'DocID': '20002239', 'Owner': 'SP', 'Asset': 'aT&T Inc', 'Ticker': 'T', 'Transaction Type': 'P', 'Transaction Date': '12/5/2014', 'Notification Date': '12/8/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Michael,Fitzpatrick,Michael Fitzpatrick,Mr.,20000082,"{'Member': 'Fitzpatrick', 'Prefix': 'Mr.', 'FirstName': 'Michael G.', 'LastName': 'Fitzpatrick', 'DocID': '20000082', 'Owner': 'JT', 'Asset': 'CMs Energy Corporation', 'Ticker': 'CMS', 'Transaction Type': 'S', 'Transaction Date': '12/13/2013', 'Notification Date': '01/13/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': ''}"
Jim,McDermott,Jim McDermott,Mr.,20000087,"{'Member': 'McDermott', 'Prefix': 'Mr.', 'FirstName': 'Jim', 'LastName': 'McDermott', 'DocID': '20000087', 'Owner': 'JT', 'Asset': 'Citigroup Inc 1/25th Perpetual Non', 'Ticker': 'C', 'Transaction Type': 'P', 'Transaction Date': '12/10/2013', 'Notification Date': '12/10/2013', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': 'Call 01/30/23'}"
George,Miller,George Miller,Mr.,20000813,"{'Member': 'Miller', 'Prefix': 'Mr.', 'FirstName': 'George', 'LastName': 'Miller', 'DocID': '20000813', 'Owner': 'JT', 'Asset': 'Verizon Communications Inc', 'Ticker': 'VZ', 'Transaction Type': 'P', 'Transaction Date': '04/15/2014', 'Notification Date': '05/1/2014', 'Amount': '$1,001 - $15,000', 'Filing Status': 'New', 'Description': '25 shares'}"
